1	15039	15795	2	2	1	0	4	17
1	16766	16857	2	2	1	0	2	13
1	17056	17232	2	2	1	0	4	10
1	17369	17605	2	2	1	0	2	15
1	17743	17914	2	2	1	0	8	17
1	18062	18267	2	2	1	0	3	14
1	92241	112699	2	2	1	0	1	17
1	146510	155766	2	2	1	0	1	6
1	164792	165883	2	2	1	0	1	6
1	165943	168099	2	2	1	0	1	13
1	185351	185490	2	2	1	0	6	17
1	185560	186316	2	2	1	0	7	17
1	187578	187754	2	2	1	0	4	10
1	187891	188129	2	2	1	0	2	15
1	188267	188438	2	2	1	0	8	17
1	188585	188790	2	2	1	0	3	14
1	268817	289265	2	2	1	0	1	17
1	495050	497108	2	2	1	0	2	7
1	497300	498398	2	2	1	0	3	11
1	505104	514358	2	2	1	0	1	6
1	517267	522858	2	2	1	0	2	12
1	586956	703684	2	2	1	0	1	14
1	732208	732980	2	2	1	0	1	3
1	733365	735422	2	2	1	0	2	7
1	746819	756076	2	2	1	0	1	6
1	756142	758966	2	2	1	0	1	18
1	759124	764722	2	2	1	0	2	12
1	765248	766328	2	2	1	0	1	6
1	766388	768547	2	2	1	0	1	13
1	808841	810066	2	2	0	0	1	14
1	827776	829002	1	1	1	1	0	9
1	847807	849483	1	1	1	1	0	10
1	847807	851926	1	1	1	1	0	17
1	915472	915749	1	1	0	1	0	17
1	930337	931038	1	1	1	1	0	7
1	931090	935771	1	1	1	1	0	19
1	935897	939039	1	1	1	1	0	6
1	942252	942409	1	1	1	1	0	19
1	942489	942558	1	1	1	1	0	19
1	944801	945041	2	2	1	1	0	15
1	944801	945056	2	2	1	0	3	17
1	945147	945517	2	2	1	7	0	11
1	945654	946172	2	2	1	0	8	18
1	946287	946401	2	2	1	3	0	17
1	946546	948130	2	2	1	2	2	12
1	948233	948489	2	2	1	7	0	16
1	948595	951126	2	2	0	1	0	17
1	948604	951126	2	2	1	4	0	16
1	951239	951999	2	2	1	4	4	17
1	952140	952411	2	2	1	6	0	14
1	952601	953174	2	2	1	0	2	9
1	953289	953781	2	2	1	3	0	9
1	956014	956094	2	2	1	2	0	15
1	956216	956893	2	2	1	0	8	19
1	957026	957098	2	2	1	8	0	14
1	957274	958928	2	2	1	0	3	14
1	961553	961628	1	3	1	1	0	10
1	961751	961825	1	1	1	2	0	19
1	963505	963919	1	1	1	1	0	11
1	964009	964106	1	1	1	1	0	17
1	970424	970520	1	1	1	1	0	7
1	973011	973185	1	1	1	1	0	18
1	974365	974441	1	1	1	1	0	8
1	999433	999525	2	2	1	2	0	10
1	999614	999691	2	2	1	1	0	10
1	999788	999865	2	2	1	2	0	14
1	1020374	1022200	1	1	1	1	0	5
1	1022463	1035276	1	1	1	1	0	8
1	1035325	1040664	1	1	1	4	0	20
1	1041703	1041955	1	1	1	1	0	7
1	1042163	1043238	1	1	1	1	0	14
1	1043733	1043822	1	1	1	1	0	3
1	1044258	1044333	1	1	1	4	0	19
1	1044440	1045160	1	1	1	1	0	14
1	1045278	1045358	1	1	1	1	0	14
1	1045524	1045732	1	1	1	1	0	14
1	1045877	1045963	1	1	1	1	0	13
1	1047455	1047572	1	1	1	1	0	18
1	1047688	1047775	1	1	1	1	0	4
1	1049452	1049565	1	1	1	2	0	4
1	1049796	1049902	1	1	1	3	0	12
1	1050038	1050232	1	1	1	1	0	13
1	1050330	1050426	1	1	1	2	0	14
1	1050592	1050725	1	1	1	2	0	10
1	1050838	1051252	1	1	1	4	0	18
1	1051646	1051727	1	1	1	3	0	11
1	1051816	1053752	1	1	1	2	0	15
1	1053978	1054447	1	1	1	3	0	14
1	1054552	1054823	1	1	1	1	0	16
1	1084507	1085877	2	2	1	1	0	18
1	1217689	1218457	2	2	1	6	0	16
1	1218634	1218768	2	2	1	3	0	18
1	1218928	1223243	2	2	1	4	0	20
1	1223358	1223831	2	2	1	5	0	20
1	1223969	1228467	2	2	1	2	0	13
1	1228947	1231891	2	2	1	2	0	11
1	1256126	1256991	2	2	1	8	0	17
1	1257131	1257207	2	2	1	1	0	9
1	1257311	1263345	2	2	1	1	1	7
1	1262391	1263345	2	2	1	1	0	7
1	1263387	1267861	2	2	1	1	0	15
1	1285665	1285925	1	1	1	1	0	12
1	1287837	1287938	1	1	1	1	0	19
1	1293709	1293822	2	2	1	1	0	3
1	1294629	1294717	2	2	1	1	0	17
1	1295555	1295735	2	2	1	1	0	8
1	1295939	1296014	2	2	1	1	0	5
1	1296110	1296210	2	2	1	1	0	14
1	1296281	1296424	2	2	1	1	0	9
1	1296634	1297821	2	2	1	1	0	9
1	1297934	1298012	2	2	1	1	0	12
1	1298680	1299344	2	2	1	0	1	3
1	1299906	1299972	2	2	1	2	0	10
1	1300069	1300157	2	2	1	1	0	19
1	1300203	1300508	2	2	1	1	0	7
1	1300693	1301987	2	2	1	4	0	16
1	1302047	1302921	2	2	1	1	0	3
1	1304144	1307768	2	2	1	1	0	11
1	1309604	1309705	1	1	1	1	0	16
1	1310689	1310908	1	1	1	2	0	8
1	1311925	1312017	2	2	1	2	0	17
1	1312148	1312225	2	2	1	1	0	10
1	1312369	1312439	2	2	1	2	0	19
1	1312701	1312786	2	2	1	1	0	8
1	1312950	1313034	2	2	1	1	0	16
1	1313125	1313508	2	2	1	3	0	13
1	1313593	1313731	2	2	1	4	0	17
1	1313922	1314300	2	2	1	1	0	14
1	1314366	1314823	2	2	1	1	0	4
1	1314963	1315403	2	2	1	1	0	11
1	1315619	1319295	2	2	1	1	0	18
1	1319525	1320455	2	2	1	1	0	14
1	1327033	1327240	1	1	1	1	0	19
1	1336516	1337017	2	2	1	1	0	18
1	1338437	1338521	2	2	1	2	0	16
1	1338654	1339361	2	2	1	1	0	15
1	1339813	1340037	2	2	1	1	0	6
1	1340178	1340246	2	2	1	1	0	5
1	1340317	1340409	2	2	1	3	0	15
1	1340504	1341666	2	2	1	1	0	11
1	1341806	1342052	2	2	1	2	0	6
1	1342157	1342362	2	2	1	3	0	20
1	1353929	1354029	2	2	1	2	0	16
1	1373903	1373999	2	2	1	6	0	19
1	1374446	1374704	2	2	1	1	0	10
1	1374791	1375153	2	2	1	1	0	10
1	1387583	1387776	2	2	1	1	0	10
1	1387870	1387953	2	2	1	3	0	10
1	1388066	1390229	2	2	1	5	0	17
1	1390372	1390458	2	2	1	4	0	18
1	1390564	1390765	2	2	1	3	0	19
1	1392804	1393395	2	2	1	1	0	6
1	1393461	1395393	2	2	1	1	0	7
1	1395515	1398232	2	2	1	3	0	18
1	1398672	1399018	2	2	1	1	0	5
1	1402257	1405808	2	2	1	9	0	19
1	1405887	1406908	2	2	1	5	0	18
1	1407020	1407130	2	2	1	1	0	13
1	1456350	1457128	1	1	1	0	3	15
1	1477351	1478643	1	1	1	0	2	13
1	1480937	1482137	1	1	1	0	2	10
1	1486669	1487862	1	1	1	0	2	8
1	1487915	1489203	1	1	1	2	0	3
1	1490425	1490562	1	1	1	2	0	16
1	1516089	1517310	1	1	1	0	2	13
1	1518991	1520140	1	1	1	0	2	10
1	1522900	1523510	1	1	1	0	1	3
1	1523568	1523838	1	1	1	1	0	4
1	1524398	1525239	1	1	1	0	3	15
1	1525292	1526460	1	1	1	2	0	13
1	1526532	1527694	1	1	1	2	0	10
1	1542168	1543868	2	2	1	7	0	19
1	1543988	1544862	2	2	1	7	0	13
1	1545003	1564772	2	2	1	7	1	9
1	1564917	1574477	2	2	1	1	0	12
1	1623700	1623773	1	1	1	1	0	5
1	1624902	1624990	1	1	1	1	0	8
1	1628180	1628272	1	1	1	1	0	3
1	1628723	1629132	1	1	1	1	0	6
1	1629567	1629638	1	1	1	1	0	13
1	1635857	1635936	2	2	1	0	1	12
1	1636127	1636332	2	2	1	0	4	19
1	1636482	1636681	2	2	1	1	0	11
1	1636799	1636896	2	2	1	0	2	9
1	1637203	1637407	2	2	1	0	2	16
1	1637514	1637761	2	2	1	1	0	13
1	1637884	1638499	2	2	1	0	2	11
1	1641821	1641905	2	2	1	0	2	17
1	1642509	1645125	2	2	1	0	1	7
1	1649638	1652438	2	2	1	1	0	13
1	1652567	1655368	2	2	1	0	2	8
1	1668473	1669663	2	2	1	1	0	10
1	1669737	1670097	2	2	1	2	0	13
1	1671630	1675462	2	2	1	2	0	19
1	1676200	1676377	2	2	1	0	1	8
1	1703000	1703079	2	2	1	0	1	12
1	1703270	1703475	2	2	1	0	4	19
1	1703625	1703823	2	2	1	1	0	19
1	1703941	1704038	2	2	1	0	2	9
1	1704147	1704222	2	2	1	1	0	15
1	1704345	1704549	2	2	1	0	2	16
1	1705026	1705641	2	2	1	0	2	11
1	1708953	1709037	2	2	1	0	2	17
1	1709641	1712263	2	2	1	0	1	7
1	1712401	1716345	2	2	1	0	1	4
1	1716479	1719327	2	2	1	1	0	17
1	1719456	1721595	2	2	1	1	2	16
1	1739058	1739235	2	2	1	0	1	8
1	1754209	1754283	2	2	1	4	0	18
1	1754384	1754543	2	2	1	2	0	7
1	1756609	1757180	2	4	1	1	0	3
1	1757311	1761951	2	2	1	1	0	8
1	1762036	1765227	2	2	1	1	0	10
1	1787054	1787321	2	2	1	7	0	18
1	1787438	1789052	2	2	1	4	0	15
1	1789270	1790394	2	2	1	4	0	11
1	1790597	1793244	2	2	1	11	0	18
1	1793312	1804418	2	2	1	3	0	14
1	1804582	1806474	2	2	1	4	12	20
1	1806539	1815755	2	2	1	9	0	16
1	1815863	1817836	2	2	1	9	0	19
1	1817876	1825396	2	2	1	3	0	13
1	1839239	1839628	2	2	1	1	0	8
1	1916616	1916751	1	1	1	1	0	6
